,GOAU4.SA,CSNA3.SA,BEEF3.SA,GGBR4.SA,BRAP4.SA,BRKM5.SA,PCAR3.SA,PETR3.SA,VIVT3.SA,KLBN11.SA,VALE3.SA,VBBR3.SA,CMIN3.SA,USIM5.SA,BRFS3.SA
0,12.128017136068511,10.824395136817643,3.9170876164417163,16.580639480565843,17.244678993147705,12.382932380782965,2.6211358693392786,40.427112202972445,47.35072178220436,27.7410068234212,49.557314754041144,28.08874644514307,4.30799378884746,3.166474634102769,30.237591791706535
1,12.493601893813599,8.033559281031977,3.800972187788321,15.726924514817812,13.777889122701492,6.53411169807845,3.1265805061782213,43.28168906203864,37.83352348096621,17.90280385754797,61.18755291186844,29.471956492771962,5.3352741144023845,3.001319573183397,16.869982831820952
2,13.202113291324446,9.57402809433616,4.17650831765556,22.253350441160727,15.211327723205521,12.216250541610183,2.360351115370832,39.140952612840685,45.447090440507374,21.90594326579759,67.1696176823484,32.43602559279845,3.871907887713351,2.981245750877498,26.431390195089243
3,11.641405207868289,9.236942418808328,4.601804939348305,19.82603348278538,18.074561187298205,15.126906945256433,3.3063435328908524,45.29846445768615,37.019991883514656,18.40876352418079,62.50462598812009,24.56772802420651,4.437592949534567,5.301264950213099,15.747276598306874
4,7.653649002757206,7.772710718440493,5.05199673684041,17.651207249749376,15.131858385030236,10.986980630673823,2.139992802782834,40.944116786058196,45.335321630988894,22.667425463215483,48.31093155705881,20.51146753745256,5.18396017136374,4.373607064476428,28.257413437479425
5,12.424569629875506,8.716284044562324,3.9028741489964145,20.49856320829222,17.382494934291355,9.812879257654753,1.8016198864795638,42.505952492626925,45.02037743594671,16.438856493621454,59.35771033244959,24.63655749287092,5.062780707137602,3.0025730096653165,19.702696319427545
6,11.178520740715209,6.677729848627397,5.925315792549826,17.89851139979632,16.9287850482383,7.341568214607243,2.8800907628394983,37.307933287796445,39.10662397476107,23.57569318328392,61.2074653694565,32.11867144230395,4.031614165851061,4.644140570455406,23.652866565979465
7,15.371474024146668,11.066287383644562,4.718886692532954,17.403234322865195,22.106099846428208,10.899068956774485,2.8800907628394983,40.878920335239656,37.63509836016389,14.470035896421434,67.48428265186048,29.151373279732557,5.59740841891494,2.7125941922430554,21.157799956072783
8,10.498487694754932,9.798971355237287,4.674302390157102,16.54008692013813,16.261470867800135,8.90153258440047,1.9640903643218808,43.37490668274717,34.11704583843755,17.99041123663001,62.33193792973524,28.202368200150865,4.770539375254073,3.8244843752836086,33.180036156461405
9,8.581191296252525,9.024200193840759,4.857914237396826,19.591243984020096,18.14666357268442,17.11103105568683,2.3691810540298577,37.79974638638809,44.89678287523515,24.315469761783945,58.46464558693613,29.07175302785451,5.2480390997607245,3.2428272817273474,19.703934510571884
10,10.762221783940031,7.608010150299793,3.882806553727713,19.63353148387269,19.72624436676822,7.657020974837036,2.424583102985728,38.83496808487915,37.973559610406106,16.41315561784652,62.895136279780424,32.635379111814224,4.855971969928471,3.451355325756834,25.20352580836089
11,10.446318484100846,9.215280067867809,4.829611158517586,22.87885751030179,17.65288859564712,11.271087503395607,2.7043090932245235,39.525035926312626,36.71196852702163,21.7692018505998,58.43448391718627,31.18618346599278,5.144045255602051,3.952526353669533,25.285678397545176
12,12.781896252365591,7.456303250923983,4.469391710626651,18.0243901737466,15.407281597012222,10.73625081873351,3.8121232789093473,37.345903367907916,42.992572586896074,15.92559609780282,72.0752869075781,22.204440609174767,5.041134592431913,4.494296766269436,26.247947062318953
13,14.034415799174216,8.87971032738673,4.585631471707084,21.788659788429815,15.614932362032038,7.469723202719068,2.557811153061156,52.64736496796885,45.06218966517251,19.90080907239676,54.572040136749415,28.459790158342773,4.989115777199905,3.2845875763542054,29.04277494422452
14,10.700029834466026,9.502380216586614,5.145154871115551,19.811174504320316,15.657283701300097,14.847938349057745,2.284923384078133,41.67177367814987,37.44734810101697,21.046083868478803,64.30806277372258,25.625130766163785,3.697851455757418,3.0116991802661,21.370481404342662
15,10.657934597226982,8.194418682957714,4.076599910008373,19.424068801333483,17.44662072120921,10.300268689000193,3.907877915180763,39.75163310005968,39.256583967787385,21.635347689455845,53.485576871781696,27.181682460491167,4.4471523193873645,3.223042480542007,23.064199927799454
16,8.6780072991467,9.532566821782122,4.5391938302122465,14.613035420049888,15.037671573497768,8.589131943931735,1.79723158657726,41.890601946470674,51.90664657866519,21.84068880633449,49.57827949657857,23.370251315533494,4.2262430392298,5.557388635345759,22.786403809715306
17,14.419287479599479,8.075206507282669,7.684723478313621,18.92105434320464,13.869930653358786,11.630598159757165,4.694907689750836,39.077037114679094,47.690742627791664,22.15878015501203,70.26360637532326,31.698743183128045,4.444569642093111,3.1624255928723906,19.82797953430844
18,9.928182417600143,9.075359587063707,4.718886692532954,17.8829242906249,17.711877718439183,10.059704597454502,3.1762128350549084,44.109382857767855,42.74922321169207,19.03283333446541,52.86256095610881,30.50464152257341,4.950714947218716,2.7766522761309957,31.234304943127942
19,12.541815060737232,7.472833762494415,4.656256382553955,17.921516804572192,16.42159722422345,6.868938851475178,3.0528897759634464,35.21898751849326,42.23532722556635,21.896419418561308,63.455610027604656,28.758850768439583,4.178942366388665,3.9090559990480007,28.171308631196528
20,8.884548776800363,7.515236982664939,3.362305495389543,17.652715866199998,15.220683720041412,17.744425625815126,3.6826362111600384,44.729892964514384,40.0571842462379,17.66981692233547,62.009849628707435,29.14272346775984,4.346247523919904,4.066016268825516,20.585779950857187
21,12.148656344126591,10.982768536431418,3.5311966666531096,20.205808901362662,12.994886401055503,9.474948821882675,3.077476213272087,39.43265359111026,38.60146697502517,20.328313873587778,77.29168054311005,26.913468129035518,5.664782914283696,2.6099359484298823,23.151613464153638
22,11.82956708444772,12.376112442111562,5.3166639123887744,20.175892733191407,16.54296312520627,9.759674036174681,3.6627989575617055,33.551889403009895,40.835692758030795,23.377899927154377,59.045680768025505,26.961982463676833,5.068150695549145,3.4509245058233975,27.142115815144653
23,11.740502924086964,7.598280872447422,4.893920083000847,17.743600687871165,19.65222709617498,18.789679553527115,4.007679122302194,38.93797613587002,37.57494822746048,19.110895920135302,53.089902501361465,29.590852625324636,4.016573027488741,3.4324884334719328,26.642346262919084
24,11.440986370358617,8.706385517128258,4.07927206095053,17.918347072256402,18.61771270500397,7.240859465064865,2.7215889078652378,39.06920289424079,39.15054892863582,26.392639391620015,62.388759934549604,30.593061923183257,4.478683942974387,4.846941665591911,19.254202533182763
25,12.607586575200594,9.373852184869573,4.94699425754185,20.539166993012675,17.172708550420296,8.270761336906286,2.2637411294502066,39.1525248067807,40.241944731318064,23.766065244203954,45.66618171102958,33.192963875888324,4.564493035983714,3.604690974049616,24.17721375159418
26,11.971129237520444,7.353213550632284,7.8954631034685425,16.61151929168959,13.703710858919326,12.853170790901244,5.078604779906981,35.908989950121125,40.589339615227864,21.506934385291,60.99881689847415,22.42706392636019,5.005129450791505,5.449546063763009,26.965770629714417
