Asset,Weight,Current_Price,Allocation
BRAP4.SA,0.25887897331071075,16.65999984741211,2588.7897331071076
VIVT3.SA,0.2484239066962596,32.099998474121094,2484.239066962596
KLBN11.SA,0.19833935374420064,18.559999465942383,1983.3935374420064
VALE3.SA,0.09307567006089283,56.0,930.7567006089283
VBBR3.SA,0.20128209618793622,21.739999771118164,2012.8209618793621
