Assets,Sharpe_Ratio,Expected_Return,Volatility,Success
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'B3SA3.SA', 'COGN3.SA')",15.666722660229956,17.837455212046788,1.1385569017141821,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'B3SA3.SA', 'BPAC11.SA')",17.56656883714622,34.70245734175902,1.9754829564881957,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'B3SA3.SA', 'EMBR3.SA')",16.123424068311603,33.96776463290237,2.1067339349872585,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'B3SA3.SA', 'VIVT3.SA')",19.582461189486672,34.59770539555769,1.7667700224592975,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CPLE6.SA', 'ELET3.SA')",21.467463891694837,24.825253538605278,1.1564129635363902,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CPLE6.SA', 'JBSS3.SA')",17.808602642713858,21.418255584369813,1.2026915313949573,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CPLE6.SA', 'CYRE3.SA')",16.192468155216204,31.30269667445846,1.9331640102299466,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CPLE6.SA', 'COGN3.SA')",18.362436237439475,16.030163816018337,0.872986765412651,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CPLE6.SA', 'BPAC11.SA')",20.123419185091407,24.432340082068723,1.2141246901107945,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CPLE6.SA', 'EMBR3.SA')",18.753261106652857,23.225951657684856,1.2385020144280547,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'CPLE6.SA', 'VIVT3.SA')",21.893560797808107,25.555979417248878,1.1672829126912712,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'ELET3.SA', 'JBSS3.SA')",15.822516907809499,38.18933651192323,2.4136069333617947,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'ELET3.SA', 'CYRE3.SA')",20.88769907772778,34.37026279124368,1.6454786457495523,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'ELET3.SA', 'COGN3.SA')",18.47031142636615,30.84545658038048,1.670001976054879,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'TOTS3.SA', 'ELET3.SA', 'BPAC11.SA')",20.34493844796982,39.589976644389694,1.9459374008742845,True
