Asset,Weight,Current_Price,Allocation
IRBR3.SA,0.052248531424734845,44.36000061035156,522.4853142473485
TOTS3.SA,0.06757020930276567,41.09000015258789,675.7020930276567
CPLE6.SA,0.40771390050656314,11.869999885559082,4077.1390050656314
ELET3.SA,0.1502885801717271,39.310001373291016,1502.885801717271
CYRE3.SA,0.1619283899088884,25.600000381469727,1619.2838990888838
VIVT3.SA,0.16025038868532068,32.099998474121094,1602.5038868532067
