symbol,type,name,open,high,low,close,volume,financial_volume,trades,bid,ask,category,contract_size,created_at,updated_at,variation,ewma_1y_max,ewma_1y_min,ewma_1y_percentile,ewma_1y_rank,ewma_6m_max,ewma_6m_min,ewma_6m_percentile,ewma_6m_rank,ewma_current,has_options,iv_1y_max,iv_1y_min,iv_1y_percentile,iv_1y_rank,iv_6m_max,iv_6m_min,iv_6m_percentile,iv_6m_rank,iv_current,middle_term_trend,semi_return_1y,short_term_trend,stdv_1y,stdv_5d,beta_ibov,garch11_1y,isin,correl_ibov,entropy,security_category,sector,quotation_form,market_maker,highest_options_volume_rank,long_name,bid_volume,ask_volume,time,previous_close
SMTO3F,STOCK,SAO MARTINHOON,27.51,27.8,26.93,27.11,9585,259904,0,27.1,27.51,VISTA,1,2025-02-13T10:18:52.535Z,2025-02-13T10:18:52.535Z,-1.022,40.24,28.82,0.4,2.71,31.32,29.13,0,0,29.13,False,0,0,0,0,0,0,0,0,0,0,0.95,-1,0.020066443653744305,0.008294217814498926,0.12190163391301634,32.14,BRSMTOACNOR3,0.0512571670439066,0.4685392180240732,11,,1,False,0,,1,30,2024-05-16 19:45:08,27.11
USIM5F,STOCK,USIMINAS PNA,7.93,8.03,7.91,7.98,19557,155795,0,7.94,8,VISTA,1,2025-02-13T10:18:52.641Z,2025-02-13T10:18:52.641Z,0.631,68.04,24.15,19.84,25.81,36.25,35.48,0,0,35.48,False,0,0,0,0,0,0,0,0,0,-1,0.84,-1,0.01996586929906577,0.007141867715651997,0.08677075481770184,27.47,BRUSIMACNPA6,0.036669132357747165,0.2367214391480309,11,,1,False,0,,1,20,2024-05-16 19:45:01,7.98
CAML3F,STOCK,CAMIL ON,10.06,10.25,9.81,10.25,14271,143785,0,10,10.25,VISTA,1,2025-02-13T10:18:52.577Z,2025-02-13T10:18:52.577Z,1.485,40.21,21.58,18.25,39.99,32.11,29.03,0,0,29.03,False,0,0,0,0,0,0,0,0,0,1,0.97,1,0.021725604101197178,0.018660406257421783,0.338280811393683,32.45,BRCAMLACNOR3,0.13137749741998783,0.7570509825394255,11,,1,False,0,,10,12,2024-05-16 19:45:16,10.25
SBSP3F,STOCK,SABESP ON,79.22,80.6,78.88,79.85,9073,724586,0,79.12,80.74,VISTA,1,2025-02-13T10:18:52.659Z,2025-02-13T10:18:52.659Z,0.795,23.54,17.18,2.78,6.29,20.31,17.58,0,0,17.58,False,0,0,0,0,0,0,0,0,0,0,1.14,-1,0.014798164269219689,0.009022272737736984,-0.05869039561368466,19.55,BRSBSPACNOR5,-0.03346375527193732,0.2038208607274831,11,,1,False,0,,3,1,2024-05-16 19:45:08,79.85
LREN3F,STOCK,LOJAS RENNERON,14.9,15.07,14.55,15.04,21211,312752,0,14.66,15.06,VISTA,1,2025-02-13T10:18:52.593Z,2025-02-13T10:18:52.593Z,0.94,58.01,32.83,9.13,31.22,43.89,40.69,0,0,40.69,False,0,0,0,0,0,0,0,0,0,0,1.04,0,0.028063384095968685,0.020609930940685438,0.09450921879809511,41.87,BRLRENACNOR1,0.028415127917306774,0.6200490714873006,11,,1,False,0,,10,81,2024-05-16 19:45:00,15.04
RENT3F,STOCK,LOCALIZA ON,48.55,48.99,47.62,48.56,10653,515152,0,48.5,48.99,VISTA,1,2025-02-13T10:18:52.596Z,2025-02-13T10:18:52.596Z,1.42,37.25,26.97,11.11,29.28,31.24,29.98,0,0,29.98,False,0,0,0,0,0,0,0,0,0,0,1.04,1,0.019349244001727866,0.029218458141513328,0.2504493515951005,33.7,BRRENTACNOR4,0.10921225962933209,0.5111220957515598,11,,1,False,0,,82,1,2024-05-16 19:45:01,48.56
SCAR3,STOCK,SAO CARLOS ON,17.35,17.46,17.3,17.46,4000,69446,0,17.32,17.45,VISTA,100,2025-02-13T10:18:52.613Z,2025-02-13T10:18:52.613Z,1.335,48.89,22.79,71.83,40,45.25,22.79,83.33,46.48,33.23,False,0,0,0,0,0,0,0,0,0,0,0.84,1,0.021701580183096692,0.011964155971855267,0.09014319584280288,33.58,BRSCARACNOR7,0.03504750252569584,0.7006862577331112,11,EMP. ADM. PART. - SEM SETOR PRINCIPAL,100,False,0,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,100,100,2025-02-13 14:55:24,17.46
XFIX11,STOCK,TREND IFIX-LCI,10.71,10.74,10.65,10.72,11443,122480,0,10.72,10.73,VISTA,1,2025-02-13T10:18:52.682Z,2025-02-13T10:18:52.682Z,0.375,16.3,2.95,82.14,46.97,16.3,3.85,65.87,43.13,9.22,False,0,0,0,0,0,0,0,0,0,-1,0.6,0,0.0050859794322220655,0.0014013949973125184,0.0070603048781237784,5.41,BRXFIXCTF004,0.011712897373873146,0.17251513583238293,3,,1,False,0,,5022,100,2025-02-13 14:55:41,10.72
RSID3F,STOCK,ROSSI RESID ON,5.07,5.33,4.95,5.32,7716,40011.1,0,4.91,5.92,VISTA,1,2025-02-13T10:18:52.657Z,2025-02-13T10:18:52.657Z,4.931,82.44,34.53,22.22,37.13,55.04,52.32,0,0,52.32,False,0,0,0,0,0,0,0,0,0,1,0.81,-1,0.03371924110385485,0.07772910338173378,-0.05824180294412598,83.02,BRRSIDACNOR8,-0.014573789802366822,0.5512546137616355,11,,1,False,0,,5,60,2024-05-16 18:00:00,5.32
MUTC34,STOCK,MICRON TECHNDRN,88.41,91.42,88.41,91.2,3513,316510,0,91.14,91.47,VISTA,1,2025-02-13T10:18:52.573Z,2025-02-13T10:18:52.573Z,0.22,87.49,42.35,87.3,40.23,87.49,43.71,75.4,38.37,60.51,False,0,0,0,0,0,0,0,0,0,0,0.83,0,0.03744357927592452,0.023999541460524486,0.1377330533714797,59.59,BRMUTCBDR008,0.031036754507334945,0.861905545577353,1,,1,False,0,,1,38,2025-02-13 14:56:05,91.2
CYRE3F,STOCK,CYRELA REALTON,20.91,21.1,20.48,21,12365,258213,0,20.77,21.14,VISTA,1,2025-02-13T10:18:52.631Z,2025-02-13T10:18:52.631Z,1.205,42,27.9,12.7,28.01,34.54,31.85,0,0,31.85,False,0,0,0,0,0,0,0,0,0,0,0.99,0,0.023673467188745224,0.012449995975590458,0.15711002344550049,34.02,BRCYREACNOR7,0.055996064750840034,0.8708660488438942,11,,1,False,0,,5,8,2024-05-16 19:45:08,21
LAND3,STOCK,TERRASANTAPAON,13.66,13.97,13.66,13.87,5900,81772,0,13.85,13.96,VISTA,100,2025-02-13T10:18:52.662Z,2025-02-13T10:18:52.662Z,0.58,70.07,33.27,10.71,15.82,51.66,33.54,4.76,30.63,39.09,False,0,0,0,0,0,0,0,0,0,0,0.91,-1,0.02691967541806468,0.01023209189492656,0.2466146681503404,38.46,BRLANDACNOR9,0.07729734327276878,0.809390095782532,11,"AGRICULTURA (AÇÚCAR, ÁLCOOL E CANA)",100,False,0,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,100,100,2025-02-13 14:52:33,13.87
ALUP11F,STOCK,ALUPAR UNT,30.36,30.43,29.74,29.78,15249,459012,0,29.73,30.19,VISTA,1,2025-02-13T10:18:52.573Z,2025-02-13T10:18:52.573Z,-1.975,28.94,14.64,19.84,28.11,19.62,18.66,0,0,18.66,False,0,0,0,0,0,0,0,0,0,0,1.05,1,0.011880722772125154,0.012349081032085672,0.15326893987614718,19.82,BRALUPCDAM15,0.10884958408283638,1.224197016788562,13,,1,False,0,,1,33,2024-05-16 19:45:16,29.78
BRFS3F,STOCK,BRF SA ON,18.62,19.19,18.62,19.18,15398,292598,0,18.88,19.19,VISTA,1,2025-02-13T10:18:52.489Z,2025-02-13T10:18:52.489Z,3.452,55.69,31.1,13.89,43.27,45.67,41.74,0,0,41.74,False,0,0,0,0,0,0,0,0,0,1,1.09,1,0.030902956913880904,0.023303119189723706,0.2084434716999987,48.41,BRBRFSACNOR8,0.05691198639052066,0.2973579070755001,11,,1,False,0,,10,4,2024-05-16 19:45:02,19.18
GOLL4F,STOCK,GOL PN,1.25,1.26,1.22,1.24,9473,11718.8,0,1.23,1.27,VISTA,1,2025-02-13T10:18:52.643Z,2025-02-13T10:18:52.643Z,0,176.74,58.86,11.11,17.18,81.96,79.11,0,0,79.11,False,0,0,0,0,0,0,0,0,0,-1,0.59,0,0.05012900311668561,0.010687444081037962,0.7502625843690283,57.12,BRGOLLACNPR4,0.12628149160460117,0.17102570890892016,11,,1,False,0,,30,10,2024-05-16 19:45:00,1.24
BPAC11F,STOCK,BTGP BANCO UNT,35.45,35.89,35.17,35.66,7812,278158,0,35.17,35.9,VISTA,1,2025-02-13T10:18:52.494Z,2025-02-13T10:18:52.494Z,0.592,32.74,19.78,16.27,45.99,28.14,25.74,0,0,25.74,False,0,0,0,0,0,0,0,0,0,0,1.11,0,0.019255584186871035,0.008883144614954203,0.12983214228735787,29.65,BRBPACUNT006,0.05689066452228386,0.7447345493504385,13,,1,False,0,,5,2,2024-05-16 19:45:01,35.66
GFSA3F,STOCK,GAFISA ON,4.98,6.18,4.9,6.05,28986,161927,0,5.88,6.01,VISTA,1,2025-02-13T10:18:52.627Z,2025-02-13T10:18:52.627Z,26.569,199.53,78.22,5.16,25.68,112.11,109.37,0,0,109.37,False,0,0,0,0,0,0,0,0,0,0,1.14,1,0.07014510046898409,0.10223736893633828,0.9473010097283173,196.29,BRGFSAACNOR3,0.1139478515485306,0.3121533952622838,11,,1,False,0,,40,1,2024-05-16 19:45:16,6.05
DEFI11,STOCK,DEFI HASH CI,33.8,33.8,33,33.56,1062,35491.9,0,33,33.54,VISTA,1,2025-02-13T10:18:52.577Z,2025-02-13T10:18:52.577Z,-1.236,107.78,47.72,92.06,50.6,107.78,49.35,84.13,49.22,78.11,False,0,0,0,0,0,0,0,0,0,-1,0.94,-1,0.046633251889410046,0.0279208731082893,-0.219412437610317,74.02,BRDEFICTF006,-0.03969913312359214,0.35224241597694045,21,,1,False,0,,15,1449,2025-02-13 14:50:19,33.56
ASAI3F,STOCK,ASSAI ON,13.5,13.63,13.36,13.61,7705,104207,0,13.4,13.63,VISTA,1,2025-02-13T10:18:52.617Z,2025-02-13T10:18:52.617Z,1.416,42.75,30.29,5.95,26.4,36.69,33.58,0,0,33.58,False,0,0,0,0,0,0,0,0,0,0,1.13,0,0.02630812527889389,0.015481011165547292,0.5285309955332884,40.52,BRASAIACNOR0,0.16951028054252826,1.0738585495151716,11,,1,False,0,,5,1,2024-05-16 19:45:08,13.61
VISA34,STOCK,VISA INC DRN,100.32,102.4,100.32,101.72,5064,515469,0,101.72,102.11,VISTA,1,2025-02-13T10:18:52.577Z,2025-02-13T10:18:52.577Z,0.227,37.63,13.76,54.37,40.05,37.63,19.37,13.49,21.63,23.32,True,0,0,0,0,0,0,0,0,0,1,1.17,1,0.014159210178019214,0.008419387249801154,-0.41090490577302125,22.6,BRVISABDR000,-0.2448599634703001,0.2302916895300257,1,,1,False,0,,1975,14,2025-02-13 14:54:09,101.72
UNHH34,STOCK,UNITEDHEALTHDRN,43.42,43.79,43.42,43.44,428,18610.7,0,43.36,43.59,VISTA,1,2025-02-13T10:18:52.552Z,2025-02-13T10:18:52.552Z,0.069,53.99,18.7,53.97,36.24,53.99,19.01,39.68,35.68,31.49,False,0,0,0,0,0,0,0,0,0,0,0.83,0,0.019434350974434536,0.011548352633263289,-0.4556126349750087,27.56,BRUNHHBDR000,-0.1978067922535888,0.3376669798935557,1,,1,False,0,,2,26,2025-02-13 14:56:04,43.44
KEPL3F,STOCK,KEPLER WEBERON,10.05,10.13,9.99,10.02,13698,137445,0,10,10.06,VISTA,1,2025-02-13T10:18:52.668Z,2025-02-13T10:18:52.668Z,0,48.03,20.48,7.14,18.84,28.25,25.67,0,0,25.67,False,0,0,0,0,0,0,0,0,0,0,1,0,0.019594115855433913,0.012394238691728404,-0.03879669741408409,29.64,BRKEPLACNOR1,-0.016706465128967035,0.6741628024773483,11,,1,False,0,,2,31,2024-05-16 19:45:00,10.02
BRBI11F,STOCK,BR PARTNERS UNT,14.8,15.07,14.68,14.8,5693,84021.4,0,14.75,14.98,VISTA,1,2025-02-13T10:18:52.566Z,2025-02-13T10:18:52.566Z,0.135,40.18,26.97,12.3,33.16,34.79,31.35,0,0,31.35,False,0,0,0,0,0,0,0,0,0,1,0.87,-1,0.023519485690703782,0.026598209652640876,0.14638296259639594,34.36,BRBRBICDAM10,0.05251437417952574,0.7999151559856513,13,,1,False,0,,10,66,2024-05-16 19:45:16,14.8
P2EG34,STOCK,PEGASYSTEMS DRN,43.22,43.22,41.85,41.95,1764,74671.6,0,41.98,42.35,VISTA,1,2025-02-13T10:18:52.535Z,2025-02-13T10:18:52.535Z,-17.502,501.85,77.95,85.32,42.82,501.85,79.52,70.63,42.61,259.47,False,0,0,0,0,0,0,0,0,0,1,0,0,0.026763995684750703,0.00039312042476323555,0.12192496701606596,0,BRP2EGBDR003,0.038437680990561524,0.36777845843124296,1,,1,False,0,,1500,1579,2025-02-13 14:56:05,41.95
ONCO3F,STOCK,ONCOCLINICASON,6.03,6.41,5.82,6.35,3019,18436.2,0,6.31,6.42,VISTA,1,2025-02-13T10:18:52.617Z,2025-02-13T10:18:52.617Z,6.187,118.76,33.02,19.84,36.84,66.85,64.61,0,0,64.61,False,0,0,0,0,0,0,0,0,0,-1,0.82,-1,0.036132753010374524,0.11490828601611984,0.3358376747232791,125.84,BRONCOACNOR6,0.07842307088392665,0.7268528266614865,11,,1,False,0,,1,1,2024-05-16 19:45:16,6.35
ELET6F,STOCK,ELETROBRAS PNB,42.36,43.09,42.3,42.75,7934,338948,0,42.75,43.19,VISTA,1,2025-02-13T10:18:52.646Z,2025-02-13T10:18:52.646Z,1.183,31.2,20.95,7.14,20.88,25.35,23.09,0,0,23.09,False,0,0,0,0,0,0,0,0,0,-1,1.08,0,0.017371101884596153,0.009700654165082031,0.13507581484245812,26.49,BRELETACNPB7,0.06560934635904143,0.7187655762746089,11,,1,False,0,,1,5,2024-05-16 19:45:02,42.75
SLCE3F,STOCK,SLC AGRICOLAON,18.46,18.5,18.23,18.5,19995,366735,0,18.3,18.5,VISTA,1,2025-02-13T10:18:52.514Z,2025-02-13T10:18:52.514Z,0.598,95.37,26.95,21.43,65.61,72.32,71.84,0,0,71.84,False,0,0,0,0,0,0,0,0,0,-1,0.52,-1,0.048528251200618634,0.0032161814833091542,0.10955724531158396,95.78,BRSLCEACNOR2,0.019048551013877715,0.07512989328669119,11,,1,False,0,,50,11,2024-05-16 19:45:08,18.5
MTRE3F,STOCK,MITRE REALTYON,4.1,4.15,4.08,4.12,11325,46603.6,0,4.11,4.14,VISTA,1,2025-02-13T10:18:52.657Z,2025-02-13T10:18:52.657Z,0.733,82.98,42.16,3.57,15.04,52.71,48.3,0,0,48.3,False,0,0,0,0,0,0,0,0,0,-1,0.82,-1,0.036364185699496454,0.018519691750071232,0.23100408338649572,57.56,BRMTREACNOR6,0.053599565907455286,0.5546929764722061,11,,1,False,0,,20,87,2024-05-16 19:45:16,4.12
POSI3F,STOCK,POSITIVO TECON,9.61,9.7,9.31,9.47,11328,106869,0,9.36,9.47,VISTA,1,2025-02-13T10:18:52.626Z,2025-02-13T10:18:52.626Z,-0.316,51.06,30.71,2.38,36.36,41.14,38.11,0,0,38.11,False,0,0,0,0,0,0,0,0,0,1,0.99,1,0.02639021378043832,0.020341624026618557,0.07551491930544632,40.46,BRPOSIACNOR9,0.024143783984078303,0.47787486845383154,11,,1,False,0,,10,58,2024-05-16 19:45:16,9.47
HYPE3F,STOCK,HYPERA ON,30.42,30.75,30.03,30.3,8551,258577,0,30.1,30.76,VISTA,1,2025-02-13T10:18:52.483Z,2025-02-13T10:18:52.483Z,-0.198,43.23,26.94,9.92,21.36,31.94,30.42,0,0,30.42,False,0,0,0,0,0,0,0,0,0,-1,1.03,0,0.020252994019429958,0.010726716211192283,0.3046174683309693,31.32,BRHYPEACNOR0,0.12690567762789232,0.3798153690758935,11,,1,False,0,,10,86,2024-05-16 19:45:08,30.3
NIKE34,STOCK,NIKE DRN,42.03,44.1,41.55,41.97,91779,4008430,0,41.9,42.1,VISTA,1,2025-02-13T10:18:52.632Z,2025-02-13T10:18:52.632Z,0.841,83.99,18.16,63.49,18.55,39.77,21.94,72.22,47.28,30.37,False,0,0,0,0,0,0,0,0,0,-1,0.8,-1,0.02138416155305078,0.02758294659234274,-0.11128366507302524,34.11,BRNIKEBDR006,-0.04390911422569953,0.7667924253906173,1,,1,False,0,,3080,3080,2025-02-13 14:56:05,41.97
LILY34,STOCK,LILLY DRN,167.1,169.34,166.74,167.16,7335,1229420,0,166.94,167.51,VISTA,1,2025-02-13T10:18:52.550Z,2025-02-13T10:18:52.550Z,0.159,55.38,24.2,53.57,35.25,50.53,24.83,34.92,40.31,35.19,True,0,0,0,0,0,0,0,0,0,0,0.93,1,0.022209402629929056,0.01266991618746261,-0.3631122387339792,32,BRLILYBDR006,-0.13794929717364063,0.5670544535278446,1,,1,False,0,,200,216,2025-02-13 14:49:52,167.16
COCE5,STOCK,COELCE PNA,24.62,24.97,24.5,24.96,6700,164448,0,24.66,24.95,VISTA,100,2025-02-13T10:18:52.613Z,2025-02-13T10:18:52.613Z,-0.28,47.18,21.39,48.41,25.82,34.15,21.39,63.49,52.19,28.05,False,0,0,0,0,0,0,0,0,0,0,0.78,0,0.01953282661541704,0.011909353859147924,0.644544047412765,30.65,BRCOCEACNPA3,0.2784216413208178,0.3180276371157524,11,ENERGIA ELÉTRICA,100,False,0,CIA ENERGETICA DO CEARA - COELCE,100,100,2025-02-13 14:49:38,24.96
TOTS3F,STOCK,TOTVS ON,28.5,29.3,28.5,29.12,7936,229087,0,28.5,29.33,VISTA,1,2025-02-13T10:18:52.628Z,2025-02-13T10:18:52.628Z,2.14,45.56,22.97,4.37,19.21,29.28,27.31,0,0,27.31,False,0,0,0,0,0,0,0,0,0,0,0.98,1,0.020032485608660305,0.013167725490404143,0.19070964911547195,32.38,BRTOTSACNOR8,0.08032547643533403,0.7195472052841652,11,,1,False,0,,22,1,2024-05-16 19:45:02,29.12
SANB4F,STOCK,SANTANDER BRPN,14.91,14.95,14.66,14.84,11793,174913,0,14.74,14.94,VISTA,1,2025-02-13T10:18:52.534Z,2025-02-13T10:18:52.534Z,0.27,23.59,12.07,11.11,48.35,18.95,17.64,0,0,17.64,False,0,0,0,0,0,0,0,0,0,1,0.92,0,0.012523504848850352,0.008535775111629488,0.23589919443545637,19.79,BRSANBACNPR5,0.15893372126454391,0.6825117598524516,11,,1,False,0,,5,84,2024-05-16 19:45:00,14.84
T2TD34,STOCK,TRADE DESK DRN,6.52,6.52,4.72,4.75,86526,420302,0,4.73,4.75,VISTA,1,2025-02-13T10:18:52.553Z,2025-02-13T10:18:52.553Z,-32.336,209.7,29.86,30.16,20.52,209.7,29.86,39.68,20.52,66.76,False,0,0,0,0,0,0,0,0,0,-1,0,0,0.02978542909220165,0.029332688375671625,-0.1658813577122143,92233720368547760,BRT2TDBDR004,-0.04699040659265782,0.27445393957275327,1,,1,False,0,,20211,10501,2025-02-13 14:54:36,4.75
C2RW34,STOCK,CROWDSTRIKE DRN,113.92,117.04,113.92,116.82,2570,297158,0,116.28,116.92,VISTA,1,2025-02-13T10:18:52.659Z,2025-02-13T10:18:52.659Z,4.781,84.3,28.46,57.94,26.68,56.29,35.04,80.16,39.15,43.36,False,0,0,0,0,0,0,0,0,0,1,1.01,1,0.029079994109599844,0.01698808449313119,-0.0825821320844484,42.03,BRC2RWBDR007,-0.023961128016705337,0.40145306661820357,1,,1,False,0,,2000,10,2025-02-13 14:56:02,116.82
BHIA3F,STOCK,CASAS BAHIA ON,7.15,7.65,7.1,7.51,18913,141691,0,7.51,7.63,VISTA,1,2025-02-13T10:18:52.598Z,2025-02-13T10:18:52.598Z,3.159,396.43,92.99,21.83,69.11,302.98,302.71,0,0,302.71,False,0,0,0,0,0,0,0,0,0,0,2.11,0,0.24811462326634506,0.04294030315092181,0.5334365330263344,401.33,BRBHIAACNOR1,0.015594061762957153,0.1259405556225813,11,,,False,,,1,1,2024-05-16 19:45:02,7.51
FIND11,STOCK,IT NOW IFNC CI,124,125.26,124,125.21,9920,1240760,0,125.47,125.65,VISTA,1,2025-02-13T10:18:52.495Z,2025-02-13T10:18:52.495Z,0.2,24.46,10.19,82.94,51.37,24.46,11.63,65.87,45.91,17.52,False,0,0,0,0,0,0,0,0,0,1,0.98,1,0.0103294079569652,0.013846706858615358,1.0067025620856682,22.73,BRFINDCTF007,0.8223207067172026,0.6413852460013557,3,,1,False,0,,2000,2000,2025-02-13 14:55:58,125.21
Z1TS34,STOCK,ZOETIS INC DRN,60.06,60.06,56,58.17,15607,897782,0,57.58,57.87,VISTA,1,2025-02-13T10:18:52.560Z,2025-02-13T10:18:52.560Z,-6.329,136.66,27.22,47.22,18.55,136.66,40.9,8.73,6.91,47.52,False,0,0,0,0,0,0,0,0,0,-1,0,0,0.01709718954100159,0.016686895765614527,-0.2315880787026523,0,BRZ1TSBDR006,-0.11428966398922609,0.3037831295368929,1,,1,False,0,,1300,1300,2025-02-13 14:56:01,58.17
COPH34,STOCK,COPHILLIPS DRN,47,50.5,46.9,47.01,4449,210935,0,46.84,47,VISTA,1,2025-02-13T10:18:52.610Z,2025-02-13T10:18:52.610Z,0.128,41.97,17.56,36.51,42.89,40.71,25.83,0.79,14.78,28.03,False,0,0,0,0,0,0,0,0,0,-1,0.89,-1,0.0175568783329036,0.01842836833782286,-0.1935712673038118,30.05,BRCOPHBDR009,-0.0930270129758324,1.1018277255220839,1,,1,False,0,,9,88,2025-02-13 14:16:35,47.01
UGPA3F,STOCK,ULTRAPAR ON,25.15,25.68,25.01,25.21,4761,120370,0,25.12,25.58,VISTA,1,2025-02-13T10:18:52.632Z,2025-02-13T10:18:52.632Z,0.318,31.55,18.58,11.11,39.78,25.64,23.74,0,0,23.74,False,0,0,0,0,0,0,0,0,0,-1,0.92,-1,0.016947650988994842,0.01566128029886766,0.052419082277084555,26.92,BRUGPAACNOR8,0.02609728834219442,0.16483428686307702,11,,1,False,0,,5,10,2024-05-16 19:45:01,25.21
VULC3F,STOCK,VULCABRAS ON,15.74,15.83,15.48,15.83,6400,99989.8,0,15.52,15.84,VISTA,1,2025-02-13T10:18:52.575Z,2025-02-13T10:18:52.575Z,0.572,57.16,25.86,13.1,27.6,37.03,34.5,0,0,34.5,False,0,0,0,0,0,0,0,0,0,0,0.96,-1,0.025558113154621094,0.009139344430589127,-0.04674996305830864,42.19,BRVULCACNOR2,-0.015433625789154396,0.6660388618018672,11,,1,False,0,,20,4,2024-05-16 19:45:06,15.83
SANB3F,STOCK,SANTANDER BRON,13.3,13.55,13.15,13.24,10936,144794,0,13.14,13.59,VISTA,1,2025-02-13T10:18:52.533Z,2025-02-13T10:18:52.533Z,0.455,24.66,12.83,11.51,57.65,20.93,19.65,0,0,19.65,False,0,0,0,0,0,0,0,0,0,1,1.07,0,0.013936491737703385,0.005109907109238567,0.25081185189270566,23.49,BRSANBACNOR8,0.15184834946895587,0.751307176983974,11,,1,False,0,,5,2,2024-05-16 19:45:00,13.24
CURY3F,STOCK,CURY S/A ON,19.46,19.59,19.12,19.29,3410,65883.5,0,19.29,19.4,VISTA,1,2025-02-13T10:18:52.635Z,2025-02-13T10:18:52.635Z,-0.052,47.91,23.99,15.48,43.31,38.56,34.35,0,0,34.35,False,0,0,0,0,0,0,0,0,0,-1,1.03,-1,0.026420533979595203,0.017030020598678527,0.2925621933371553,38.5,BRCURYACNOR3,0.09343123616662023,0.7652079668782337,11,,1,False,0,,50,36,2024-05-16 18:00:00,19.29
POMO4F,STOCK,MARCOPOLO PN,7,7.07,6.83,7.07,9478,65986.7,0,6.94,7.1,VISTA,1,2025-02-13T10:18:52.660Z,2025-02-13T10:18:52.660Z,1,84.84,27.94,9.52,22.3,42.54,40.63,0,0,40.63,False,0,0,0,0,0,0,0,0,0,-1,0.92,-1,0.025864409487921767,0.013358416122632662,0.23727368701952908,44.24,BRPOMOACNPR7,0.0774038377455408,0.3964152725882465,11,,1,False,0,,10,3,2024-05-16 19:45:00,7.07
ALUP4,STOCK,ALUPAR PN,9.16,9.23,9.04,9.22,6800,61957,0,9.19,9.21,VISTA,100,2025-02-13T10:18:52.668Z,2025-02-13T10:18:52.668Z,0.436,25.35,14.42,30.16,43.92,25.35,17.1,10.32,25.7,19.22,False,0,0,0,0,0,0,0,0,0,1,0.83,1,0.012531891734544151,0.011885570174669211,0.6629283037510738,19.84,BRALUPACNPR5,0.4463395896828967,0.7510455418584436,11,EMP. ADM. PART. - ENERGIA ELÉTRICA,100,False,0,ALUPAR INVESTIMENTO S/A,100,100,2025-02-13 14:54:23,9.22
DEEC34,STOCK,DEERE CO DRN,89.5,90.84,86.16,89.84,869,76433.9,0,89.82,90.48,VISTA,1,2025-02-13T10:18:52.541Z,2025-02-13T10:18:52.541Z,-5.242,44.68,17.1,82.54,41.48,44.68,17.1,68.25,41.48,28.54,False,0,0,0,0,0,0,0,0,0,1,1.01,1,0.016929274495371047,0.01594448485468466,-0.2632702101925751,27.04,BRDEECBDR003,-0.1312136014559004,0.33246048671329326,1,,1,False,0,,1000,1053,2025-02-13 14:56:04,89.84
NEOE3F,STOCK,NEOENERGIA ON,20.16,20.45,20.1,20.2,7357,149254,0,20,20.42,VISTA,1,2025-02-13T10:18:52.665Z,2025-02-13T10:18:52.665Z,-0.932,30.16,15.11,13.89,37.14,23.12,20.7,0,0,20.7,False,0,0,0,0,0,0,0,0,0,1,1.09,1,0.017264575054204454,0.010706292551874916,0.31899801557963303,25.7,BRNEOEACNOR3,0.1559005224866456,0.6543883434011727,11,,1,False,0,,1,49,2024-05-16 19:45:16,20.2
WEB311,STOCK,SMART HASH CI,39.49,39.5,38.75,38.98,1102,43129.1,0,38.85,39.04,VISTA,1,2025-02-13T10:18:52.511Z,2025-02-13T10:18:52.511Z,-1.937,100.49,43.6,76.19,52.7,100.49,43.6,54.76,52.7,73.58,False,0,0,0,0,0,0,0,0,0,-1,1.04,-1,0.043946104067999224,0.026112615690980785,-0.25948836974017386,70.05,BRWEB3CTF005,-0.04982106422241422,0.37645939040841114,21,,1,False,0,,10,5,2025-02-13 14:55:56,38.98
LJQQ9,STOCK,QUERO-QUERO ON,2.12,2.15,2.07,2.15,7400,15662,0,2.08,2.13,VISTA,100,2025-02-13T10:18:52.670Z,2025-02-13T10:18:52.670Z,0.467,245.55,103.75,13.89,0,,,,,103.75,False,0,0,0,0,0,0,0,0,0,0,0,0,0.1473979261483522,0.03621179812991551,-1.8661933993446627,0,BRLJQQR02OR8,-0.09658578211803188,0.3060312111199775,9,COMÉRCIO (ATACADO E VAREJO),,False,,LOJAS QUERO QUERO S.A.,1000,100,2025-02-13 13:52:57,2.15
USDB11,STOCK,INVESTO USDBCI,105.65,107.05,105.65,106,2501,265597,0,105.98,106.23,VISTA,1,2025-02-13T10:18:52.677Z,2025-02-13T10:18:52.677Z,0.341,33.75,8.65,57.14,34.26,33.75,10.45,51.59,29.18,17.25,False,0,0,0,0,0,0,0,0,0,1,1.02,0,0.010288194899616857,0.006437412564756645,-0.2955258568551415,14.41,BRUSDBCTF000,-0.24236604990946733,0.28415615332013316,21,,,False,0,,500,1,2025-02-13 14:56:05,106
AZZA3F,STOCK,AZZAS 2154 ON,32.3,32.36,31.27,31.32,8056,255343.45,0,0,0,VISTA,1,2025-02-13T10:18:52.630Z,2025-02-13T10:18:52.630Z,-4.22,0,0,0,0,,,,,0,False,0,0,0,0,0,0,0,0,0,2,0,2,,,,0,BRAZZAACNOR9,,,11,,,False,,,0,0,2025-02-13 07:18:52,31.32
