symbol,type,name,open,high,low,close,volume,financial_volume,trades,bid,ask,category,contract_size,created_at,updated_at,variation,ewma_1y_max,ewma_1y_min,ewma_1y_percentile,ewma_1y_rank,ewma_6m_max,ewma_6m_min,ewma_6m_percentile,ewma_6m_rank,ewma_current,has_options,iv_1y_max,iv_1y_min,iv_1y_percentile,iv_1y_rank,iv_6m_max,iv_6m_min,iv_6m_percentile,iv_6m_rank,iv_current,middle_term_trend,semi_return_1y,short_term_trend,stdv_1y,stdv_5d,beta_ibov,garch11_1y,isin,correl_ibov,entropy,security_category,sector,quotation_form,market_maker,highest_options_volume_rank,long_name,bid_volume,ask_volume,time,previous_close
HAPV3,STOCK,HAPVIDA ON,2.32,2.35,2.28,2.33,56178500,130059000,0,2.33,2.34,VISTA,100,2025-02-13T10:18:52.631Z,2025-02-13T10:18:52.631Z,0,77.09,27.53,88.49,47.42,77.09,27.53,76.98,47.42,51.03,True,79.28,33.32,87.3,40.84,79.28,34.92,80.16,38.71,52.09,-1,0.86,1,0.02869832097983763,0.048220172124476005,1.81631686419815,59.65,BRHAPVACNOR4,0.5340114992435807,0.36800144356600867,11,SERVIÇOS MÉDICOS,100,False,49,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,209700,105400,2025-02-13 14:55:28,2.33
BBDC4,STOCK,BRADESCO PN,11.76,12.02,11.72,11.97,27196200,324043000,0,11.97,11.98,VISTA,100,2025-02-13T10:18:52.612Z,2025-02-13T10:18:52.612Z,2.133,32.44,12.79,96.83,63.46,31.51,18.72,97.62,51.13,25.26,True,46.59,16.56,58.73,51.38,46.59,16.56,34.92,51.38,31.99,0,0.84,-1,0.014346696437770253,0.028359400489840533,1.1186979220407427,22.82,BRBBDCACNPR8,0.6579250236014096,0.36764965711134673,11,BANCOS,100,False,6,BCO BRADESCO S.A.,11300,24300,2025-02-13 14:55:27,11.97
CRFB3,STOCK,CARREFOUR BRON,7.3,7.4,7.26,7.35,30279900,221442000,0,7.35,7.36,VISTA,100,2025-02-13T10:18:52.558Z,2025-02-13T10:18:52.558Z,0.823,82.5,27.79,89.68,45.22,82.5,38.87,79.37,31.31,52.53,True,81.41,24.76,21.83,27.38,81.41,33.36,2.38,14.38,40.27,1,0.83,1,0.02994631970813077,0.03681829018643992,1.9287800149644223,60.94,BRCRFBACNOR2,0.543443906045904,0.2881196134782319,11,EMP. ADM. PART. - COMÉRCIO (ATACADO E VAREJO),100,False,107,ATACADÃO S.A.,9200,200,2025-02-13 14:55:28,7.35
COGN3,STOCK,COGNA ON ON,1.63,1.65,1.54,1.59,40710600,64123300,0,1.59,1.6,VISTA,100,2025-02-13T10:18:52.615Z,2025-02-13T10:18:52.615Z,-1.852,79.54,36.14,49.21,45.9,79.54,47.36,20.63,27.04,56.06,True,68.89,36.89,79.76,65.06,68.89,46.84,64.29,49.3,57.71,1,0.85,1,0.036265060652982836,0.03137799543249751,2.559448146571643,55.81,BRCOGNACNOR2,0.5954885422482662,0.3432861265763456,11,EMP. ADM. PART. - EDUCAÇÃO,100,False,28,COGNA EDUCAÇÃO S.A.,48900,6400,2025-02-13 14:55:28,1.59
ITSA4,STOCK,ITAUSA PN,9.45,9.5,9.41,9.46,9700100,91754500,0,9.46,9.47,VISTA,100,2025-02-13T10:18:52.514Z,2025-02-13T10:18:52.514Z,0.106,29.23,13.28,81.35,43.07,29.23,13.41,62.7,42.6,20.15,True,25.14,11.55,58.73,47.53,25.14,11.55,35.71,47.53,18.01,0,0.84,-1,0.011941201080179866,0.014232585095957574,1.0762843015396177,18.94,BRITSAACNPR7,0.7604916968070675,0.7218811998757491,11,EMP. ADM. PART. - INTERMEDIAÇÃO FINANCEIRA,100,False,51,ITAÚSA S.A.,2500,16200,2025-02-13 14:55:24,9.46
B3SA3,STOCK,B3 ON,10.99,11.16,10.98,11.15,10716700,118638000,0,11.15,11.16,VISTA,100,2025-02-13T10:18:52.558Z,2025-02-13T10:18:52.558Z,0.996,39.26,20.98,66.27,39.22,39.26,23.82,59.52,28.04,28.15,True,39.63,19.72,78.97,50.68,39.63,22.63,71.43,42.24,29.81,0,0.81,1,0.01809072959471165,0.016407584615940843,1.5188652040983026,28.94,BRB3SAACNOR6,0.7084001315838194,0.6169720242075584,11,BOLSAS DE VALORES/MERCADORIAS E FUTUROS,100,False,9,"B3 S.A. - BRASIL, BOLSA, BALCÃO",400,400,2025-02-13 14:55:24,11.15
ABEV3,STOCK,AMBEV S/A ON,10.87,10.97,10.84,10.95,9133600,99681100,0,10.95,10.96,VISTA,100,2025-02-13T10:18:52.606Z,2025-02-13T10:18:52.606Z,0.275,35.98,12.19,71.83,39.05,35.98,15.05,49.21,30.72,21.48,True,42.37,15.31,88.49,37.84,42.37,16.16,81.75,35.83,25.55,0,0.82,0,0.013309796334445016,0.005152102664884589,0.7458677668653482,14.04,BRABEVACNOR1,0.4728309667960982,0.6553296950599888,11,BEBIDAS E FUMO,100,False,18,AMBEV S.A.,400,2600,2025-02-13 14:55:27,10.95
PETR4,STOCK,PETROBRAS PN,36.2,36.27,36.02,36.13,8132200,293785000,0,36.12,36.13,VISTA,100,2025-02-13T10:18:52.684Z,2025-02-13T10:18:52.684Z,-0.413,33.2,13.78,0,31.1,26.26,13.78,0,48.4,19.82,True,42.46,15.37,19.84,17.35,28.49,15.37,39.68,35.82,20.07,0,0.97,-1,0.015715605357711326,0.0071951179534037535,0.7107166728016322,24.41,BRPETRACNPR6,0.3815758424410887,0.8753420829303249,11,PETRÓLEO E GÁS,100,False,4,PETROLEO BRASILEIRO S.A. PETROBRAS,1000,600,2025-02-13 14:55:28,36.13
VALE3,STOCK,VALE ON,54.85,55,54.13,54.57,10926300,595379000,0,54.56,54.58,VISTA,100,2025-02-13T10:18:52.563Z,2025-02-13T10:18:52.563Z,-0.402,34.32,14.32,63.49,45.2,34.32,18.96,34.92,28.65,23.36,True,42.61,18.06,74.21,24.36,42.61,20.94,59.52,14.31,24.04,-1,1.07,0,0.014402453397954816,0.009054988418051569,0.8707840554178061,21.99,BRVALEACNOR0,0.5101401107082503,0.803088293977813,11,EXTRAÇÃO MINERAL,100,False,3,VALE S.A.,1800,400,2025-02-13 14:55:28,54.57
CSAN3,STOCK,COSAN ON,7.25,7.32,7.19,7.25,8246900,59804300,0,7.25,7.26,VISTA,100,2025-02-13T10:18:52.594Z,2025-02-13T10:18:52.594Z,-0.821,57.43,22.18,92.06,48.26,57.43,25.92,84.13,42.11,39.19,True,47.27,23.16,98.81,72.46,47.27,26.9,97.62,67.4,40.63,-1,0.82,-1,0.02158367666829072,0.03687771102810262,1.8964373432393753,49.42,BRCSANACNOR6,0.7413589835051142,0.22149558237941622,11,"AGRICULTURA (AÇÚCAR, ÁLCOOL E CANA)",100,False,14,COSAN S.A.,300,4700,2025-02-13 14:55:28,7.25
ASAI3,STOCK,ASSAI ON,7.16,7.29,7.07,7.17,7716200,55480200,0,7.16,7.17,VISTA,100,2025-02-13T10:18:52.573Z,2025-02-13T10:18:52.573Z,0.561,70.59,24.57,62.3,47.54,70.59,35.49,24.6,31.23,46.45,True,62.65,26.32,82.54,56.15,62.65,33.17,65.87,45.96,46.72,0,0.97,1,0.027374140846679586,0.01101809199371765,1.922181400591062,33.81,BRASAIACNOR0,0.5924740804996078,0.18994402542813635,11,COMÉRCIO (ATACADO E VAREJO),100,False,75,SENDAS DISTRIBUIDORA S.A.,2700,100,2025-02-13 14:55:27,7.17
ITUB4,STOCK,ITAUUNIBANCOPN,33.71,33.9,33.55,33.75,6417200,216662000,0,33.75,33.77,VISTA,100,2025-02-13T10:18:52.526Z,2025-02-13T10:18:52.526Z,0.178,28.33,11.17,79.37,51.17,28.33,14.72,63.49,38.43,19.95,True,25.78,15.71,96.83,41.21,24.53,16.27,96.83,43.46,19.86,1,0.91,0,0.012003530314329727,0.014439604189603673,1.010862334861963,21.11,BRITUBACNPR1,0.7105563153264002,0.7884573603642702,11,BANCOS,100,False,7,ITAU UNIBANCO HOLDING S.A.,100,3300,2025-02-13 14:55:24,33.75
CSNA3,STOCK,SID NACIONALON,8.33,8.4,8.19,8.33,6927800,57471200,0,8.33,8.34,VISTA,100,2025-02-13T10:18:52.607Z,2025-02-13T10:18:52.607Z,-0.597,60.43,22.75,80.95,58.94,60.43,31.21,61.9,47.06,44.96,True,63.59,30.24,99.21,60.66,63.59,33.39,98.41,56.56,50.47,0,0.84,-1,0.025766931142399228,0.03210767150124978,1.7568057018419054,47.53,BRCSNAACNOR6,0.5752763468910455,0.4219539316040273,11,METALURGIA E SIDERURGIA,100,False,26,CIA SIDERURGICA NACIONAL,400,3700,2025-02-13 14:55:27,8.33
VBBR3,STOCK,VIBRA ON,17.17,17.66,17.14,17.49,9279100,162093000,0,17.48,17.49,VISTA,100,2025-02-13T10:18:52.596Z,2025-02-13T10:18:52.596Z,1.215,40.4,18.73,96.83,45.22,40.4,18.73,93.65,45.22,28.53,True,40.78,24.8,84.92,55.13,36.76,25.66,91.27,71.62,33.61,-1,0.86,0,0.017232265376090402,0.01262428733779964,1.234736962868015,27.99,BRVBBRACNOR1,0.6045713431738977,0.3837415966148867,11,,100,False,61,,1700,400,2025-02-13 14:55:28,17.48
MGLU3,STOCK,MAGAZ LUIZA ON,7.05,7.16,6.98,7.12,15774100,111380000,0,7.12,7.13,VISTA,100,2025-02-13T10:18:52.558Z,2025-02-13T10:18:52.558Z,0.423,81.52,41.47,90.08,53.11,81.52,41.47,88.89,53.11,62.74,True,87.17,46.41,57.54,28.04,72.98,46.41,69.84,43.02,57.84,0,0.94,0,0.03917294593125102,0.04056121490303795,3.097690955092714,60.85,BRMGLUACNOR2,0.6672173593337762,0.23275241042084654,11,COMÉRCIO (ATACADO E VAREJO),100,False,12,MAGAZINE LUIZA S.A.,100,100,2025-02-13 14:55:22,7.12
BBDC3,STOCK,BRADESCO ON,10.64,10.9,10.62,10.87,5239400,56660500,0,10.87,10.88,VISTA,100,2025-02-13T10:18:52.612Z,2025-02-13T10:18:52.612Z,2.162,35.82,11.05,85.71,49.05,29.62,16.66,88.89,50.46,23.2,True,33.13,16.99,54.76,56.51,33.13,16.99,24.6,56.51,26.11,0,0.87,0,0.013688826793123677,0.021421965741949534,0.260087378052811,24.66,BRBBDCACNOR1,0.16031292225728255,0.4209521433093266,11,BANCOS,100,False,69,BCO BRADESCO S.A.,1600,1200,2025-02-13 14:55:22,10.87
CVCB3,STOCK,CVC BRASIL ON,1.84,1.85,1.81,1.85,10144800,18511400,0,1.84,1.85,VISTA,100,2025-02-13T10:18:52.539Z,2025-02-13T10:18:52.539Z,1.093,109.73,41.42,57.54,40.02,109.73,41.42,44.44,40.02,68.76,True,91.24,46.95,36.51,38.83,86.73,54.15,19.05,30.69,64.15,1,0.89,0,0.042607253568215764,0.039759686935610265,2.743071144451445,67.93,BRCVCBACNOR1,0.5432115722511484,0.4408009565916396,11,HOSPEDAGEM E TURISMO,100,False,42,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,56100,12100,2025-02-13 14:55:24,1.85
CPLE6,STOCK,COPEL PNB,9.96,10.04,9.9,9.98,7494300,74751400,0,9.98,9.99,VISTA,100,2025-02-13T10:18:52.659Z,2025-02-13T10:18:52.659Z,0,30.95,13.45,75.79,45.54,30.95,13.45,67.46,45.54,21.42,True,28.05,15.89,44.44,44.08,27.02,15.89,56.35,48.16,21.25,1,0.85,1,0.013322845095486334,0.012540087170517349,0.9958470846225241,21.19,BRCPLEACNPB9,0.6306830517055599,0.9264578492295994,11,ENERGIA ELÉTRICA,100,False,77,CIA PARANAENSE DE ENERGIA - COPEL,6000,15500,2025-02-13 14:55:24,9.98
LWSA3,STOCK,LWSA ON,3.12,3.19,3.07,3.19,6551500,20381600,0,3.18,3.19,VISTA,100,2025-02-13T10:18:52.665Z,2025-02-13T10:18:52.665Z,2.244,62.46,36.13,63.89,32.62,58.75,36.13,70.63,37.98,44.72,True,69.41,38.28,76.19,37.68,60.71,38.28,86.51,52.3,50.01,-1,0.95,0,0.02872768222141325,0.020343963251241347,2.0013996185181675,44.36,BRLWSAACNOR8,0.5878258859329474,0.517256514096281,11,COMUNICAÇÃO E INFORMÁTICA,100,False,101,LOCAWEB SERVIÇOS DE INTERNET S.A.,200,11600,2025-02-13 14:55:27,3.19
AZUL4,STOCK,AZUL PN,3.6,3.72,3.55,3.66,8646100,31501800,0,3.66,3.67,VISTA,100,2025-02-13T10:18:52.519Z,2025-02-13T10:18:52.519Z,2.235,148.97,45.77,46.43,28.26,148.97,59.87,7.14,16.9,74.93,True,179.85,51.54,70.24,22.92,179.85,62.71,54.76,15.57,80.95,0,0.9,-1,0.048236803923621556,0.028204189254922313,2.398354662942972,70.25,BRAZULACNPR4,0.4195177722938113,0.2336797504254517,11,EMP. ADM. PART. - SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,30,AZUL S.A.,700,15200,2025-02-13 14:55:22,3.66
BBAS3,STOCK,BRASIL ON,27.59,27.59,27.28,27.37,5682200,155765000,0,27.37,27.39,VISTA,100,2025-02-13T10:18:52.607Z,2025-02-13T10:18:52.607Z,-0.833,24.35,9.91,80.56,52.01,24.35,9.91,73.02,52.01,17.42,True,29.55,14.07,78.17,43.93,29.55,14.1,76.19,43.82,20.87,1,0.76,1,0.01077673482924975,0.011323149011663054,0.7987669138934455,17.15,BRBBASACNOR3,0.6253862855682354,0.7589158849912123,11,BANCOS,100,False,8,BCO BRASIL S.A.,500,1100,2025-02-13 14:55:30,27.37
RENT3,STOCK,LOCALIZA ON,30.45,30.49,29.88,30.08,4114300,123775000,0,30.08,30.09,VISTA,100,2025-02-13T10:18:52.495Z,2025-02-13T10:18:52.495Z,-1.956,84.69,26.63,75.79,28.13,61.43,31.4,66.67,38.49,42.96,True,51.73,25.7,80.56,59.16,48.94,28.07,70.63,62.43,41.1,-1,1.04,0,0.02663162266907965,0.030995285110736764,1.6582701935262443,38.84,BRRENTACNOR4,0.5253795306673718,0.3750395761538669,11,SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,25,LOCALIZA RENT A CAR S.A.,100,100,2025-02-13 14:55:30,30.08
USIM5,STOCK,USIMINAS PNA,5.67,5.86,5.64,5.84,6830000,39357700,0,5.84,5.85,VISTA,100,2025-02-13T10:18:52.570Z,2025-02-13T10:18:52.570Z,2.817,109.11,27.15,36.11,20.13,59.65,29.98,20.63,46.07,43.65,True,50.93,25.46,95.24,70.99,50.93,27.56,92.06,68.38,43.54,0,0.71,0,0.029916515921753324,0.026308412096302556,0.39129674521050695,48.6,BRUSIMACNPA6,0.11035974892634572,0.20581249150385744,11,METALURGIA E SIDERURGIA,100,False,38,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,5100,400,2025-02-13 14:55:30,5.84
AZEV4,STOCK,AZEVEDO PN,1.42,1.54,1.36,1.46,6057900,8824140,0,1.45,1.46,VISTA,100,2025-02-13T10:18:52.680Z,2025-02-13T10:18:52.680Z,3.546,144.78,45.86,97.62,51.77,144.78,45.86,95.24,51.77,97.07,False,0,0,0,0,0,0,0,0,0,1,1.04,1,0.05754055336580716,0.09792721144929692,0.9004297677142371,190.96,BRAZEVACNPR7,0.132035675731248,0.6908269939042482,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,0,AZEVEDO E TRAVASSOS S.A.,6600,18500,2025-02-13 14:55:08,1.46
TIMS3,STOCK,TIM ON,17.12,17.61,17.09,17.43,5957500,103802000,0,17.42,17.43,VISTA,100,2025-02-13T10:18:52.496Z,2025-02-13T10:18:52.496Z,0.751,37.22,16.59,99.6,52.98,37.22,16.59,99.21,52.98,27.52,True,30.09,14.52,14.68,67.63,30.09,14.52,7.94,67.63,25.05,1,0.85,1,0.016727740548894445,0.02426089138482514,0.8558639396577988,26.58,BRTIMSACNOR5,0.43170087324491263,0.6967421514778042,11,TELECOMUNICAÇÕES,100,False,104,TIM S.A.,2300,200,2025-02-13 14:55:31,17.43
AMOB3,STOCK,AUTOMOB ON,0.27,0.27,0.26,0.26,2306400,605647,0,0.26,0.27,VISTA,100,2025-02-13T10:18:52.521Z,2025-02-13T10:18:52.521Z,-3.704,102.44,73.29,18.25,14,,,,,77.37,False,0,0,0,0,0,0,0,0,0,0,0.38,-1,0.08775304515029787,0.08317525216964777,1.8714270504410153,68.25,BRAMOBACNOR9,0.1559896348349725,1.1727202608218315,11,,,False,,,72100,68000,2025-02-13 14:55:30,0.26
LREN3,STOCK,LOJAS RENNERON,12.75,13.09,12.59,13.06,5587500,71619800,0,13.05,13.06,VISTA,100,2025-02-13T10:18:52.626Z,2025-02-13T10:18:52.626Z,2.673,60.96,31.8,50.79,34.91,60.96,31.8,42.06,34.91,41.98,True,57.22,33.64,80.16,73.37,52.5,33.64,71.43,91.73,50.94,0,1.03,0,0.02711359335594245,0.028772047615223006,2.1451861819693376,48.33,BRLRENACNOR1,0.6675647481942906,0.6673431686035151,11,COMÉRCIO (ATACADO E VAREJO),100,False,33,LOJAS RENNER S.A.,300,2300,2025-02-13 14:55:30,13.06
CCRO3,STOCK,CCR SA ON,11.39,11.5,11.3,11.47,3643700,41579100,0,11.47,11.48,VISTA,100,2025-02-13T10:18:52.673Z,2025-02-13T10:18:52.673Z,0.175,37.84,15.52,91.67,48.39,37.84,18.91,83.33,39.14,26.32,True,34.96,16.45,80.95,53.11,30.96,20.97,71.43,53.15,26.28,0,0.87,1,0.015653417074697865,0.02092164262931913,1.3511223419321432,22.74,BRCCROACNOR2,0.7282843894192682,0.5930637220029626,11,EMP. ADM. PART. - SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,99,CCR S.A.,40700,1300,2025-02-13 14:55:30,11.47
ONCO3,STOCK,ONCOCLINICASON,1.77,1.85,1.74,1.83,5605200,10034000,0,1.83,1.84,VISTA,100,2025-02-13T10:18:52.665Z,2025-02-13T10:18:52.665Z,3.39,148.2,39.66,53.17,44.63,137.36,39.66,50,49.58,88.1,True,170.25,0,0,0,170.25,0,0,0,0,-1,0.83,-1,0.05530437676363627,0.03411215758289577,2.0151521406178783,83.6,BRONCOACNOR6,0.30744244137866356,0.24024881474428447,11,SERVIÇOS MÉDICOS,100,False,212,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,11200,1200,2025-02-13 14:55:22,1.83
GGBR4,STOCK,GERDAU PN,17.3,17.39,17.13,17.33,3022000,52217900,0,17.31,17.33,VISTA,100,2025-02-13T10:18:52.667Z,2025-02-13T10:18:52.667Z,-0.23,40.66,19.18,93.25,41.99,40.66,19.87,89.68,40.07,28.2,True,36.81,21.41,81.75,56.56,36.81,22.23,71.43,54.12,30.12,0,0.98,0,0.017778199940704075,0.026919933225572117,1.007187251192178,28.27,BRGGBRACNPR8,0.4780110281017666,0.9935528418067769,11,METALURGIA E SIDERURGIA,100,False,16,GERDAU S.A.,2000,1200,2025-02-13 14:55:30,17.33
ELET3,STOCK,ELETROBRAS ON,35.75,36.38,35.6,36.2,4431500,159656000,0,36.2,36.21,VISTA,100,2025-02-13T10:18:52.680Z,2025-02-13T10:18:52.680Z,0.92,30.97,17.14,75.79,35.36,28.36,17.14,84.92,43.58,22.03,True,40.29,21.34,38.49,36.2,33.4,22.6,51.59,51.85,28.2,0,0.83,0,0.014391303202927535,0.01616821544442404,1.195319808271059,22.13,BRELETACNOR6,0.7008086856995875,0.6153793624538768,11,EMP. ADM. PART. - ENERGIA ELÉTRICA,100,False,34,CENTRAIS ELET BRAS S.A. - ELETROBRAS,900,200,2025-02-13 14:55:30,36.2
PETR3,STOCK,PETROBRAS ON,39.2,39.45,39.03,39.34,2464300,96760000,0,39.34,39.36,VISTA,100,2025-02-13T10:18:52.684Z,2025-02-13T10:18:52.684Z,0.051,39.38,17.39,0,24.87,31.94,17.39,0,37.59,22.86,True,36.74,19.82,1.98,7.39,30.65,19.82,3.97,11.54,21.07,0,1.13,-1,0.017245598034228638,0.011194822882568204,0.18998088056868848,27.47,BRPETRACNOR9,0.09294951319649669,0.7012225945654907,11,PETRÓLEO E GÁS,100,False,50,PETROLEO BRASILEIRO S.A. PETROBRAS,1400,2300,2025-02-13 14:55:30,39.34
BPAC11,STOCK,BTGP BANCO UNT,31.52,31.73,31.25,31.63,2950500,92983900,0,31.63,31.64,VISTA,100,2025-02-13T10:18:52.667Z,2025-02-13T10:18:52.667Z,-0.252,39.55,19.04,70.24,40.47,39.55,19.04,62.7,40.47,27.34,True,35.52,21.78,23.81,48.18,34.77,21.78,18.25,50.96,28.4,1,0.91,1,0.01705947355280074,0.016868213813391365,1.326722015540005,27.89,BRBPACUNT006,0.6561902806491677,0.7183737435056209,13,BANCOS,100,False,39,BCO BTG PACTUAL S.A.,800,100,2025-02-13 14:55:30,31.63
JBSS3,STOCK,JBS ON,32.99,33.16,32,32.59,16525500,539399000,0,32.59,32.6,VISTA,100,2025-02-13T10:18:52.490Z,2025-02-13T10:18:52.490Z,-1.212,48.39,23.99,72.62,26.31,34.49,24.25,85.71,60.16,30.41,True,62.09,19.83,91.27,100,62.09,19.83,89.68,100,62.09,0,0.94,-1,0.019973177857683194,0.026039244490565706,0.8426096752585492,35.64,BRJBSSACNOR8,0.3559547188868285,0.265097155902258,11,ALIMENTOS,100,False,22,JBS S.A.,100,100,2025-02-13 14:55:30,32.59
RAIZ4,STOCK,RAIZEN PN,1.79,1.8,1.76,1.76,3512400,6218930,0,1.76,1.77,VISTA,100,2025-02-13T10:18:52.532Z,2025-02-13T10:18:52.532Z,-1.676,60.07,23.68,98.41,47.21,60.07,23.68,96.83,47.21,40.86,True,76.04,22.73,96.43,66.95,76.04,23.33,92.86,66.57,58.42,-1,0.72,-1,0.023004977672236235,0.03930611959714514,1.5213167901398637,31.84,BRRAIZACNPR6,0.5579731806855355,0.3410322642419123,11,COMÉRCIO (ATACADO E VAREJO),100,False,81,RAÍZEN S.A.,58500,88100,2025-02-13 14:55:30,1.76
CMIG4,STOCK,CEMIG PN,11.02,11.06,10.95,11.01,3370300,37095600,0,11.01,11.02,VISTA,100,2025-02-13T10:18:52.539Z,2025-02-13T10:18:52.539Z,-0.362,38.32,13.21,19.44,43.41,34.2,13.21,32.54,51.93,24.11,True,45.07,19.63,73.81,19.89,27.45,19.63,90.48,64.71,24.69,0,1.05,0,0.01594251878806315,0.007254709540669592,0.9205109601798503,22.53,BRCMIGACNPR3,0.4871778212848512,0.3634373443002373,11,ENERGIA ELÉTRICA,100,False,74,CIA ENERGETICA DE MINAS GERAIS - CEMIG,6500,7500,2025-02-13 14:55:30,11.01
CMIN3,STOCK,CSNMINERACAOON,5,5.09,4.97,5.09,3265900,16430000,0,5.08,5.09,VISTA,100,2025-02-13T10:18:52.539Z,2025-02-13T10:18:52.539Z,1.597,59.79,29.89,76.59,37.06,59.79,32.28,57.14,31.59,40.97,True,74.35,16.28,64.68,42.88,74.35,16.28,42.86,42.88,41.18,0,0.97,-1,0.02549718461282417,0.03330566481081232,1.5718481152180728,44.55,BRCMINACNOR2,0.5201562637507265,0.6795278023276616,11,EXTRAÇÃO MINERAL,100,False,71,CSN MINERAÇÃO S.A.,2000,6800,2025-02-13 14:55:30,5.09
RAIL3,STOCK,RUMO S.A. ON,18.57,18.65,18.43,18.57,3105200,57487000,0,18.57,18.58,VISTA,100,2025-02-13T10:18:52.521Z,2025-02-13T10:18:52.521Z,0,35.58,17.11,71.43,45.05,35.58,17.11,60.32,45.05,25.43,True,38.28,21.38,95.24,74.14,38.28,22.89,91.27,71.6,33.91,0,0.94,1,0.015739776799441992,0.016792695399649244,1.1937883771225517,25.07,BRRAILACNOR9,0.6399473709633233,0.6067002969525083,11,EMP. ADM. PART. - SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,27,RUMO S.A.,3300,100,2025-02-13 14:55:30,18.57
UGPA3,STOCK,ULTRAPAR ON,16.3,16.72,16.26,16.58,2506500,41627700,0,16.57,16.59,VISTA,100,2025-02-13T10:18:52.627Z,2025-02-13T10:18:52.627Z,1.593,47.04,20.08,85.32,52.3,47.04,24.23,78.57,43.62,34.18,True,44.25,20.19,93.65,87.32,44.25,26.6,92.06,82.72,41.2,0,0.78,1,0.02006971125486998,0.025268336270684668,1.5695077916122373,35.82,BRUGPAACNOR8,0.659838776882668,0.24243337523694555,11,EMP. ADM. PART. - PETRÓLEO E GÁS,100,False,79,ULTRAPAR PARTICIPACOES S.A.,300,600,2025-02-13 14:55:30,16.58
MRVE3,STOCK,MRV ON,5.48,5.53,5.44,5.47,3018000,16550600,0,5.47,5.48,VISTA,100,2025-02-13T10:18:52.659Z,2025-02-13T10:18:52.659Z,-0.906,76.74,35.32,55.16,26.07,76.74,35.32,45.24,26.07,46.12,True,78.71,37.75,77.38,25.98,78.71,38.46,65.87,24.67,48.39,0,0.8,0,0.028907988283865014,0.026853149622679453,2.0669506360466627,46.4,BRMRVEACNOR2,0.6032922094916532,0.7020361279771913,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,65,MRV ENGENHARIA E PARTICIPACOES S.A.,800,5300,2025-02-13 14:55:30,5.47
PCAR3,STOCK,P.ACUCAR-CBDON,2.88,3,2.81,2.98,8384100,24574000,0,2.98,2.99,VISTA,100,2025-02-13T10:18:52.589Z,2025-02-13T10:18:52.589Z,3.114,99.73,35.96,27.38,33.06,99.73,35.96,46.03,33.06,57.04,True,90.63,37.09,15.48,57.53,79.93,37.09,20.63,71.9,67.89,0,1.01,1,0.03863325628190633,0.022609227500090305,1.6670729220959122,49.51,BRPCARACNOR3,0.3640900116888884,0.9297708934308477,11,COMÉRCIO (ATACADO E VAREJO),100,False,48,CIA BRASILEIRA DE DISTRIBUICAO,3000,1000,2025-02-13 14:55:30,2.98
ENEV3,STOCK,ENEVA ON,11.78,12.02,11.77,11.96,2600400,31059400,0,11.96,11.97,VISTA,100,2025-02-13T10:18:52.594Z,2025-02-13T10:18:52.594Z,1.099,53.2,15.48,89.68,40.14,53.2,16.46,79.37,38.54,30.62,True,37.8,16.76,48.41,70.39,37.8,21.04,48.41,62.83,31.57,1,0.84,1,0.01708478464788975,0.018500525030202036,1.0680306353734916,27.16,BRENEVACNOR8,0.5274601861694742,0.5106965831825481,11,ENERGIA ELÉTRICA,100,False,110,ENEVA S.A,1300,100,2025-02-13 14:55:30,11.96
VIVA3,STOCK,VIVARA S.A. ON,18.79,18.81,18.18,18.35,5339300,98193100,0,18.35,18.36,VISTA,100,2025-02-13T10:18:52.547Z,2025-02-13T10:18:52.547Z,-2.186,55.38,26.64,88.89,39.32,45.86,26.64,88.1,58.79,37.94,True,50.54,16.18,92.06,48.46,45.74,24.84,88.89,38.23,32.83,-1,0.81,-1,0.024591542424178447,0.026512018688666664,1.6923130042775933,47.6,BRVIVAACNOR0,0.5806446179889445,0.5053504438779017,11,COMÉRCIO (ATACADO E VAREJO),100,False,87,VIVARA PARTICIPAÇÕES S.A.,100,500,2025-02-13 14:55:30,18.35
WEGE3,STOCK,WEG ON,52.48,53.03,52.03,52.2,2627700,137455000,0,52.2,52.22,VISTA,100,2025-02-13T10:18:52.551Z,2025-02-13T10:18:52.551Z,-0.949,49.86,12.27,86.11,37.75,37.96,20.12,92.06,35.54,26.46,True,32.65,14.14,84.92,74.01,30.28,20.36,76.98,75.4,27.84,0,1.02,-1,0.016061094346807768,0.009017171372899077,0.5261271284281068,26.34,BRWEGEACNOR0,0.27639554894451485,0.2034384802348774,11,"EMP. ADM. PART. - MÁQS., EQUIP., VEÍC. E PEÇAS",100,False,11,WEG S.A.,900,400,2025-02-13 14:55:33,52.2
